Experiment,Condition,Biome,dsc,scv,sbv,sci,cap,Left,Perc.Accom
evaReport,InSpaceLow@Tylo,Highlands,1,1,10,0,80,80,0
evaReport,InSpaceLow@Tylo,Lowlands,1,1,10,0,80,80,0
evaReport,InSpaceLow@Tylo,MajorCrater,1,1,10,0,80,80,0
evaReport,InSpaceLow@Tylo,Mara,1,1,10,0,80,80,0
evaReport,InSpaceLow@Tylo,Midlands,1,1,10,0,80,80,0
evaReport,InSpaceHigh@Tylo,Global,1,1,8,0,64,64,0
evaReport,Landed@Vall,Highlands,1,1,12,0,96,96,0
evaReport,Landed@Vall,Lowlands,1,1,12,0,96,96,0
evaReport,Landed@Vall,Midlands,1,1,12,0,96,96,0
evaReport,Landed@Vall,Poles,1,1,12,0,96,96,0
evaReport,InSpaceLow@Vall,Highlands,1,1,9,0,72,72,0
evaReport,InSpaceLow@Vall,Lowlands,1,1,9,0,72,72,0
evaReport,InSpaceLow@Vall,Midlands,1,1,9,0,72,72,0
evaReport,InSpaceLow@Vall,Poles,1,1,9,0,72,72,0
evaReport,InSpaceHigh@Vall,Global,1,1,8,0,64,64,0
gravityScan,Landed@Bop,Peaks,3,1,12,0,264,264,0
gravityScan,Landed@Bop,Poles,3,1,12,0,264,264,0
gravityScan,Landed@Bop,Rodges,3,1,12,0,264,264,0
gravityScan,Landed@Bop,Slopes,3,1,12,0,264,264,0
gravityScan,Landed@Bop,Valley,3,1,12,0,264,264,0
gravityScan,InSpaceLow@Bop,Peaks,3,1,9,0,198,198,0
gravityScan,InSpaceLow@Bop,Poles,3,1,9,0,198,198,0
gravityScan,InSpaceLow@Bop,Rodges,3,1,9,0,198,198,0
gravityScan,InSpaceLow@Bop,Slopes,3,1,9,0,198,198,0
gravityScan,InSpaceLow@Bop,Valley,3,1,9,0,198,198,0
gravityScan,InSpaceHigh@Bop,Peaks,3,1,8,0,176,176,0
gravityScan,InSpaceHigh@Bop,Poles,3,1,8,0,176,176,0
gravityScan,InSpaceHigh@Bop,Rodges,3,1,8,0,176,176,0
gravityScan,InSpaceHigh@Bop,Slopes,3,1,8,0,176,176,0
gravityScan,InSpaceHigh@Bop,Valley,3,1,8,0,176,176,0
gravityScan,Landed@Dres,Canyons,3,1,8,0,176,176,0
gravityScan,Landed@Dres,Highlands,3,1,8,0,176,176,0
gravityScan,Landed@Dres,ImpactCraters,3,1,8,0,176,176,0
gravityScan,Landed@Dres,ImpactEjecta,3,1,8,0,176,176,0
gravityScan,Landed@Dres,Lowlands,3,1,8,0,176,176,0
gravityScan,Landed@Dres,Midlands,3,1,8,0,176,176,0
gravityScan,Landed@Dres,Poles,3,1,8,0,176,176,0
gravityScan,Landed@Dres,Ridges,3,1,8,0,176,176,0
gravityScan,InSpaceLow@Dres,Canyons,3,1,7,0,154,154,0
gravityScan,InSpaceLow@Dres,Highlands,3,1,7,0,154,154,0
gravityScan,InSpaceLow@Dres,ImpactCraters,3,1,7,0,154,154,0
gravityScan,InSpaceLow@Dres,ImpactEjecta,3,1,7,0,154,154,0
gravityScan,InSpaceLow@Dres,Lowlands,3,1,7,0,154,154,0
gravityScan,InSpaceLow@Dres,Midlands,3,1,7,0,154,154,0
gravityScan,InSpaceLow@Dres,Poles,3,1,7,0,154,154,0
gravityScan,InSpaceLow@Dres,Ridges,3,1,7,0,154,154,0
gravityScan,InSpaceHigh@Dres,Canyons,3,1,6,0,132,132,0
gravityScan,InSpaceHigh@Dres,Highlands,3,1,6,0,132,132,0
gravityScan,InSpaceHigh@Dres,ImpactCraters,3,1,6,0,132,132,0
gravityScan,InSpaceHigh@Dres,ImpactEjecta,3,1,6,0,132,132,0
gravityScan,InSpaceHigh@Dres,Lowlands,3,1,6,0,132,132,0
gravityScan,InSpaceHigh@Dres,Midlands,3,1,6,0,132,132,0
gravityScan,InSpaceHigh@Dres,Poles,3,1,6,0,132,132,0
gravityScan,InSpaceHigh@Dres,Ridges,3,1,6,0,132,132,0
gravityScan,Landed@Duna,Craters,3,1,8,0,176,176,0
gravityScan,Landed@Duna,Highlands,3,1,8,0,176,176,0
gravityScan,Landed@Duna,Lowlands,3,1,8,0,176,176,0
gravityScan,Landed@Duna,Midlands,3,1,8,0,176,176,0
gravityScan,Landed@Duna,Poles,3,1,8,0,176,176,0
gravityScan,InSpaceLow@Duna,Craters,3,1,7,0,154,154,0
gravityScan,InSpaceLow@Duna,Highlands,3,1,7,0,154,154,0
gravityScan,InSpaceLow@Duna,Lowlands,3,1,7,0,154,154,0
gravityScan,InSpaceLow@Duna,Midlands,3,1,7,0,154,154,0
gravityScan,InSpaceLow@Duna,Poles,3,1,7,0,154,154,0
gravityScan,InSpaceHigh@Duna,Craters,3,1,5,0,110,110,0
gravityScan,InSpaceHigh@Duna,Highlands,3,1,5,0,110,110,0
gravityScan,InSpaceHigh@Duna,Lowlands,3,1,5,0,110,110,0
gravityScan,InSpaceHigh@Duna,Midlands,3,1,5,0,110,110,0
gravityScan,InSpaceHigh@Duna,Poles,3,1,5,0,110,110,0
gravityScan,Landed@Eeloo,Craters,3,1,15,0,330,330,0
gravityScan,Landed@Eeloo,Glaciers,3,1,15,0,330,330,0
gravityScan,Landed@Eeloo,Highlands,3,1,15,0,330,330,0
gravityScan,Landed@Eeloo,IceCanyons,3,1,15,0,330,330,0
gravityScan,Landed@Eeloo,Lowlands,3,1,15,0,330,330,0
gravityScan,Landed@Eeloo,Midlands,3,1,15,0,330,330,0
gravityScan,Landed@Eeloo,Poles,3,1,15,0,330,330,0
gravityScan,InSpaceLow@Eeloo,Craters,3,1,12,0,264,264,0
gravityScan,InSpaceLow@Eeloo,Glaciers,3,1,12,0,264,264,0
gravityScan,InSpaceLow@Eeloo,Highlands,3,1,12,0,264,264,0
gravityScan,InSpaceLow@Eeloo,IceCanyons,3,1,12,0,264,264,0
gravityScan,InSpaceLow@Eeloo,Lowlands,3,1,12,0,264,264,0
gravityScan,InSpaceLow@Eeloo,Midlands,3,1,12,0,264,264,0
gravityScan,InSpaceLow@Eeloo,Poles,3,1,12,0,264,264,0
gravityScan,InSpaceHigh@Eeloo,Craters,3,1,10,0,220,220,0
gravityScan,InSpaceHigh@Eeloo,Glaciers,3,1,10,0,220,220,0
gravityScan,InSpaceHigh@Eeloo,Highlands,3,1,10,0,220,220,0
gravityScan,InSpaceHigh@Eeloo,IceCanyons,3,1,10,0,220,220,0
gravityScan,InSpaceHigh@Eeloo,Lowlands,3,1,10,0,220,220,0
gravityScan,InSpaceHigh@Eeloo,Midlands,3,1,10,0,220,220,0
gravityScan,InSpaceHigh@Eeloo,Poles,3,1,10,0,220,220,0
gravityScan,Landed@Eve,ExplodiumSea,3,1,8,0,176,176,0
gravityScan,Landed@Eve,Highlands,3,1,8,0,176,176,0
gravityScan,Landed@Eve,ImpactEjecta,3,1,8,0,176,176,0
gravityScan,Landed@Eve,Lowlands,3,1,8,0,176,176,0
gravityScan,Landed@Eve,Midlands,3,1,8,0,176,176,0
gravityScan,Landed@Eve,Peaks,3,1,8,0,176,176,0
gravityScan,Landed@Eve,Poles,3,1,8,0,176,176,0
gravityScan,Splashed@Eve,ExplodiumSea,3,1,8,0,176,176,0
gravityScan,Splashed@Eve,Highlands,3,1,8,0,176,176,0
gravityScan,Splashed@Eve,ImpactEjecta,3,1,8,0,176,176,0
gravityScan,Splashed@Eve,Lowlands,3,1,8,0,176,176,0
gravityScan,Splashed@Eve,Midlands,3,1,8,0,176,176,0
gravityScan,Splashed@Eve,Peaks,3,1,8,0,176,176,0
gravityScan,Splashed@Eve,Poles,3,1,8,0,176,176,0
gravityScan,InSpaceLow@Eve,ExplodiumSea,3,1,7,0,154,154,0
gravityScan,InSpaceLow@Eve,Highlands,3,1,7,0,154,154,0
gravityScan,InSpaceLow@Eve,ImpactEjecta,3,1,7,0,154,154,0
gravityScan,InSpaceLow@Eve,Lowlands,3,1,7,0,154,154,0
gravityScan,InSpaceLow@Eve,Midlands,3,1,7,0,154,154,0
gravityScan,InSpaceLow@Eve,Peaks,3,1,7,0,154,154,0
gravityScan,InSpaceLow@Eve,Poles,3,1,7,0,154,154,0
gravityScan,InSpaceHigh@Eve,ExplodiumSea,3,1,5,0,110,110,0
gravityScan,InSpaceHigh@Eve,Highlands,3,1,5,0,110,110,0
gravityScan,InSpaceHigh@Eve,ImpactEjecta,3,1,5,0,110,110,0
gravityScan,InSpaceHigh@Eve,Lowlands,3,1,5,0,110,110,0
gravityScan,InSpaceHigh@Eve,Midlands,3,1,5,0,110,110,0
gravityScan,InSpaceHigh@Eve,Peaks,3,1,5,0,110,110,0
gravityScan,InSpaceHigh@Eve,Poles,3,1,5,0,110,110,0
gravityScan,Landed@Gilly,Highlands,3,1,9,0,198,198,0
gravityScan,Landed@Gilly,Lowlands,3,1,9,0,198,198,0
gravityScan,Landed@Gilly,Midlands,3,1,9,0,198,198,0
gravityScan,InSpaceLow@Gilly,Highlands,3,1,8,0,176,176,0
gravityScan,InSpaceLow@Gilly,Lowlands,3,1,8,0,176,176,0
gravityScan,InSpaceLow@Gilly,Midlands,3,1,8,0,176,176,0
gravityScan,InSpaceHigh@Gilly,Highlands,3,1,6,0,132,132,0
gravityScan,InSpaceHigh@Gilly,Lowlands,3,1,6,0,132,132,0
gravityScan,InSpaceHigh@Gilly,Midlands,3,1,6,0,132,132,0
gravityScan,Landed@Ike,CentralMountainRidge,3,1,8,0,176,176,0
gravityScan,Landed@Ike,EasternMountainRidge,3,1,8,0,176,176,0
gravityScan,Landed@Ike,Lowlands,3,1,8,0,176,176,0
gravityScan,Landed@Ike,Midlands,3,1,8,0,176,176,0
gravityScan,Landed@Ike,PolarLowlands,3,1,8,0,176,176,0
gravityScan,Landed@Ike,SouthEasternMountainRange,3,1,8,0,176,176,0
gravityScan,Landed@Ike,SouthPole,3,1,8,0,176,176,0
gravityScan,Landed@Ike,WesternMountainRidge,3,1,8,0,176,176,0
gravityScan,InSpaceLow@Ike,CentralMountainRidge,3,1,7,0,154,154,0
gravityScan,InSpaceLow@Ike,EasternMountainRidge,3,1,7,0,154,154,0
gravityScan,InSpaceLow@Ike,Lowlands,3,1,7,0,154,154,0
gravityScan,InSpaceLow@Ike,Midlands,3,1,7,0,154,154,0
gravityScan,InSpaceLow@Ike,PolarLowlands,3,1,7,0,154,154,0
gravityScan,InSpaceLow@Ike,SouthEasternMountainRange,3,1,7,0,154,154,0
gravityScan,InSpaceLow@Ike,SouthPole,3,1,7,0,154,154,0
gravityScan,InSpaceLow@Ike,WesternMountainRidge,3,1,7,0,154,154,0
gravityScan,InSpaceHigh@Ike,CentralMountainRidge,3,1,5,0,110,110,0
gravityScan,InSpaceHigh@Ike,EasternMountainRidge,3,1,5,0,110,110,0
gravityScan,InSpaceHigh@Ike,Lowlands,3,1,5,0,110,110,0
gravityScan,InSpaceHigh@Ike,Midlands,3,1,5,0,110,110,0
gravityScan,InSpaceHigh@Ike,PolarLowlands,3,1,5,0,110,110,0
gravityScan,InSpaceHigh@Ike,SouthEasternMountainRange,3,1,5,0,110,110,0
gravityScan,InSpaceHigh@Ike,SouthPole,3,1,5,0,110,110,0
gravityScan,InSpaceHigh@Ike,WesternMountainRidge,3,1,5,0,110,110,0
gravityScan,InSpaceLow@Jool,Global,3,1,7,0,154,154,0
gravityScan,InSpaceHigh@Jool,Global,3,1,6,0,132,132,0
gravityScan,Landed@KSC,Administration,3,0.008264455,0.3,6.545455,6.6,0.0545449999999992,99.17
gravityScan,Landed@KSC,AstronautComplex,3,0.008264455,0.3,6.545455,6.6,0.0545449999999992,99.17
gravityScan,Landed@KSC,Crawlerway,3,0.008264455,0.3,6.545455,6.6,0.0545449999999992,99.17
gravityScan,Landed@KSC,FlagPole,3,0.008264455,0.3,6.545455,6.6,0.0545449999999992,99.17
gravityScan,Landed@KSC,KSC,3,0.0007512353,0.3,6.595042,6.6,0.00495799999999935,99.92
gravityScan,Landed@KSC,LaunchPad,3,0.008264455,0.3,6.545455,6.6,0.0545449999999992,99.17
gravityScan,Landed@KSC,MissionControl,3,0.008264455,0.3,6.545455,6.6,0.0545449999999992,99.17
gravityScan,Landed@KSC,R&D,3,0.008264455,0.3,6.545455,6.6,0.0545449999999992,99.17
gravityScan,Landed@KSC,R&DCentralBuilding,3,0.008264455,0.3,6.545455,6.6,0.0545449999999992,99.17
gravityScan,Landed@KSC,R&DCornerLab,3,1,0.3,0,6.6,6.6,0
gravityScan,Landed@KSC,R&DMainBuilding,3,0.008264455,0.3,6.545455,6.6,0.0545449999999992,99.17
gravityScan,Landed@KSC,R&DObservatory,3,0.008264455,0.3,6.545455,6.6,0.0545449999999992,99.17
gravityScan,Landed@KSC,R&DSideLab,3,0.008264455,0.3,6.545455,6.6,0.0545449999999992,99.17
gravityScan,Landed@KSC,R&DSmallLab,3,0.008264455,0.3,6.545455,6.6,0.0545449999999992,99.17
gravityScan,Landed@KSC,R&DTanks,3,0.008264455,0.3,6.545455,6.6,0.0545449999999992,99.17
gravityScan,Landed@KSC,R&DWindTunnel,3,1,0.3,0,6.6,6.6,0
gravityScan,Landed@KSC,Runway,3,0.008264455,0.3,6.545455,6.6,0.0545449999999992,99.17
gravityScan,Landed@KSC,SPH,3,0.008264455,0.3,6.545455,6.6,0.0545449999999992,99.17
gravityScan,Landed@KSC,SPHMainBuilding,3,0.008264455,0.3,6.545455,6.6,0.0545449999999992,99.17
gravityScan,Landed@KSC,SPHRoundTank,3,1,0.3,0,6.6,6.6,0
gravityScan,Landed@KSC,SPHTanks,3,1,0.3,0,6.6,6.6,0
gravityScan,Landed@KSC,SPHWaterTower,3,1,0.3,0,6.6,6.6,0
gravityScan,Landed@KSC,TrackingStation,3,0.008264455,0.3,6.545455,6.6,0.0545449999999992,99.17
gravityScan,Landed@KSC,TrackingStationDishEast,3,1,0.3,0,6.6,6.6,0
gravityScan,Landed@KSC,TrackingStationDishNorth,3,1,0.3,0,6.6,6.6,0
gravityScan,Landed@KSC,TrackingStationHub,3,0.008264455,0.3,6.545455,6.6,0.0545449999999992,99.17
gravityScan,Landed@KSC,TrackingStationSouth,3,1,0.3,0,6.6,6.6,0
gravityScan,Landed@KSC,VAB,3,0.008264455,0.3,6.545455,6.6,0.0545449999999992,99.17
gravityScan,Landed@KSC,VABMainBuilding,3,0.008264455,0.3,6.545455,6.6,0.0545449999999992,99.17
gravityScan,Landed@KSC,VABPodMemorial,3,1,0.3,0,6.6,6.6,0
gravityScan,Landed@KSC,VABRoundTank,3,1,0.3,0,6.6,6.6,0
gravityScan,Landed@KSC,VABTanks,3,1,0.3,0,6.6,6.6,0
gravityScan,Landed@Kerbin,Badlands,3,1,0.3,0,6.6,6.6,0.00
gravityScan,Landed@Kerbin,Deserts,3,1,0.3,0,6.6,6.6,0.00
gravityScan,Landed@Kerbin,Grasslands,3,0.008264455,0.3,6.545455,6.6,0.0545449999999992,99.17
gravityScan,Landed@Kerbin,Highlands,3,1,0.3,0,6.6,6.6,0.00
gravityScan,Landed@Kerbin,IceCaps,3,1,0.3,0,6.6,6.6,0.00
gravityScan,Landed@Kerbin,Mountains,3,1,0.3,0,6.6,6.6,0.00
gravityScan,Landed@Kerbin,Shores,3,0.008264455,0.3,6.545455,6.6,0.0545449999999992,99.17
gravityScan,Landed@Kerbin,Tundra,3,6.213333E-06,0.3,6.599959,6.6,4.09999999995136e-05,100.00
gravityScan,Landed@Kerbin,Water,3,1,0.3,0,6.6,6.6,0.00
gravityScan,Splashed@Kerbin,Badlands,3,1,0.4,0,8.8,8.8,0.00
gravityScan,Splashed@Kerbin,Deserts,3,1,0.4,0,8.8,8.8,0.00
gravityScan,Splashed@Kerbin,Grasslands,3,1,0.4,0,8.8,8.8,0.00
gravityScan,Splashed@Kerbin,Highlands,3,1,0.4,0,8.8,8.8,0.00
gravityScan,Splashed@Kerbin,IceCaps,3,1,0.4,0,8.8,8.8,0.00
gravityScan,Splashed@Kerbin,Mountains,3,1,0.4,0,8.8,8.8,0.00
gravityScan,Splashed@Kerbin,Shores,3,1,0.4,0,8.8,8.8,0.00
gravityScan,Splashed@Kerbin,Tundra,3,1,0.4,0,8.8,8.8,0.00
gravityScan,Splashed@Kerbin,Water,3,1,0.4,0,8.8,8.8,0.00
gravityScan,InSpaceLow@Kerbin,Badlands,3,1,1,0,22,22,0.00
gravityScan,InSpaceLow@Kerbin,Deserts,3,0.09090909,1,20,22,2,90.91
gravityScan,InSpaceLow@Kerbin,Grasslands,3,0.008264455,1,21.81818,22,0.181819999999998,99.17
gravityScan,InSpaceLow@Kerbin,Highlands,3,0.008264455,1,21.81818,22,0.181819999999998,99.17
gravityScan,InSpaceLow@Kerbin,IceCaps,3,1,1,0,22,22,0.00
gravityScan,InSpaceLow@Kerbin,Mountains,3,0.008264455,1,21.81818,22,0.181819999999998,99.17
gravityScan,InSpaceLow@Kerbin,Shores,3,0.008264455,1,21.81818,22,0.181819999999998,99.17
gravityScan,InSpaceLow@Kerbin,Tundra,3,1,1,0,22,22,0.00
gravityScan,InSpaceLow@Kerbin,Water,3,0.008264455,1,21.81818,22,0.181819999999998,99.17
gravityScan,InSpaceHigh@Kerbin,Badlands,3,1,1.5,0,33,33,0
gravityScan,InSpaceHigh@Kerbin,Deserts,3,1,1.5,0,33,33,0
gravityScan,InSpaceHigh@Kerbin,Grasslands,3,1,1.5,0,33,33,0.00
gravityScan,InSpaceHigh@Kerbin,Highlands,3,1,1.5,0,33,33,0.00
gravityScan,InSpaceHigh@Kerbin,IceCaps,3,1,1.5,0,33,33,0
gravityScan,InSpaceHigh@Kerbin,Mountains,3,1,1.5,0,33,33,0
gravityScan,InSpaceHigh@Kerbin,Shores,3,1,1.5,0,33,33,0.00
gravityScan,InSpaceHigh@Kerbin,Tundra,3,0.09090909,1.5,30,33,3,90.91
gravityScan,InSpaceHigh@Kerbin,Water,3,1,1.5,0,33,33,0.00
gravityScan,InSpaceLow@Kerbol,Global,3,1,11,0,242,242,0
gravityScan,InSpaceHigh@Kerbol,Global,3,1,2,0,44,44,0
gravityScan,Landed@Laythe,Dunes,3,1,14,0,308,308,0
gravityScan,Landed@Laythe,Poles,3,1,14,0,308,308,0
gravityScan,Landed@Laythe,Shores,3,1,14,0,308,308,0
gravityScan,Landed@Laythe,TheSagenSea,3,1,14,0,308,308,0
gravityScan,Splashed@Laythe,Dunes,3,1,12,0,264,264,0
gravityScan,Splashed@Laythe,Poles,3,1,12,0,264,264,0
gravityScan,Splashed@Laythe,Shores,3,1,12,0,264,264,0
gravityScan,Splashed@Laythe,TheSagenSea,3,1,12,0,264,264,0
gravityScan,InSpaceLow@Laythe,Dunes,3,1,9,0,198,198,0
gravityScan,InSpaceLow@Laythe,Poles,3,1,9,0,198,198,0
gravityScan,InSpaceLow@Laythe,Shores,3,1,9,0,198,198,0
gravityScan,InSpaceLow@Laythe,TheSagenSea,3,1,9,0,198,198,0
gravityScan,InSpaceHigh@Laythe,Dunes,3,1,8,0,176,176,0
gravityScan,InSpaceHigh@Laythe,Poles,3,1,8,0,176,176,0
gravityScan,InSpaceHigh@Laythe,Shores,3,1,8,0,176,176,0
gravityScan,InSpaceHigh@Laythe,TheSagenSea,3,1,8,0,176,176,0
gravityScan,Landed@Minmus,Flats,3,1,5,0,110,110,0
gravityScan,Landed@Minmus,GreatFlats,3,1,5,0,110,110,0
gravityScan,Landed@Minmus,GreaterFlats,3,1,5,0,110,110,0
gravityScan,Landed@Minmus,Highlands,3,1,5,0,110,110,0
gravityScan,Landed@Minmus,LesserFlats,3,1,5,0,110,110,0
gravityScan,Landed@Minmus,Lowlands,3,1,5,0,110,110,0
gravityScan,Landed@Minmus,Midlands,3,1,5,0,110,110,0
gravityScan,Landed@Minmus,Poles,3,1,5,0,110,110,0
gravityScan,Landed@Minmus,Slopes,3,1,5,0,110,110,0
gravityScan,InSpaceLow@Minmus,Flats,3,1,4,0,88,88,0
gravityScan,InSpaceLow@Minmus,GreatFlats,3,1,4,0,88,88,0
gravityScan,InSpaceLow@Minmus,GreaterFlats,3,1,4,0,88,88,0
gravityScan,InSpaceLow@Minmus,Highlands,3,1,4,0,88,88,0
gravityScan,InSpaceLow@Minmus,LesserFlats,3,1,4,0,88,88,0
gravityScan,InSpaceLow@Minmus,Lowlands,3,1,4,0,88,88,0
gravityScan,InSpaceLow@Minmus,Midlands,3,1,4,0,88,88,0
gravityScan,InSpaceLow@Minmus,Poles,3,1,4,0,88,88,0
gravityScan,InSpaceLow@Minmus,Slopes,3,1,4,0,88,88,0
gravityScan,InSpaceHigh@Minmus,Flats,3,1,2.5,0,55,55,0
gravityScan,InSpaceHigh@Minmus,GreatFlats,3,1,2.5,0,55,55,0
gravityScan,InSpaceHigh@Minmus,GreaterFlats,3,1,2.5,0,55,55,0
gravityScan,InSpaceHigh@Minmus,Highlands,3,1,2.5,0,55,55,0
gravityScan,InSpaceHigh@Minmus,LesserFlats,3,1,2.5,0,55,55,0
gravityScan,InSpaceHigh@Minmus,Lowlands,3,1,2.5,0,55,55,0
gravityScan,InSpaceHigh@Minmus,Midlands,3,1,2.5,0,55,55,0
gravityScan,InSpaceHigh@Minmus,Poles,3,1,2.5,0,55,55,0
gravityScan,InSpaceHigh@Minmus,Slopes,3,1,2.5,0,55,55,0
gravityScan,Landed@Moho,Canyon,3,1,10,0,220,220,0
gravityScan,Landed@Moho,CentralLowlands,3,1,10,0,220,220,0
gravityScan,Landed@Moho,Highlands,3,1,10,0,220,220,0
gravityScan,Landed@Moho,Midlands,3,1,10,0,220,220,0
gravityScan,Landed@Moho,MinorCraters,3,1,10,0,220,220,0
gravityScan,Landed@Moho,NorthPole,3,1,10,0,220,220,0
gravityScan,Landed@Moho,NorthernSinkhole,3,1,10,0,220,220,0
gravityScan,Landed@Moho,NorthernSinkholeRidge,3,1,10,0,220,220,0
gravityScan,Landed@Moho,SouthEasternLowlands,3,1,10,0,220,220,0
gravityScan,Landed@Moho,SouthPole,3,1,10,0,220,220,0
gravityScan,Landed@Moho,SouthWesternLowlands,3,1,10,0,220,220,0
gravityScan,Landed@Moho,WesternLowlands,3,1,10,0,220,220,0
gravityScan,InSpaceLow@Moho,Canyon,3,1,8,0,176,176,0
gravityScan,InSpaceLow@Moho,CentralLowlands,3,1,8,0,176,176,0
gravityScan,InSpaceLow@Moho,Highlands,3,1,8,0,176,176,0
gravityScan,InSpaceLow@Moho,Midlands,3,1,8,0,176,176,0
gravityScan,InSpaceLow@Moho,MinorCraters,3,1,8,0,176,176,0
gravityScan,InSpaceLow@Moho,NorthPole,3,1,8,0,176,176,0
gravityScan,InSpaceLow@Moho,NorthernSinkhole,3,1,8,0,176,176,0
gravityScan,InSpaceLow@Moho,NorthernSinkholeRidge,3,1,8,0,176,176,0
gravityScan,InSpaceLow@Moho,SouthEasternLowlands,3,1,8,0,176,176,0
gravityScan,InSpaceLow@Moho,SouthPole,3,1,8,0,176,176,0
gravityScan,InSpaceLow@Moho,SouthWesternLowlands,3,1,8,0,176,176,0
gravityScan,InSpaceLow@Moho,WesternLowlands,3,1,8,0,176,176,0
gravityScan,InSpaceHigh@Moho,Canyon,3,1,7,0,154,154,0
gravityScan,InSpaceHigh@Moho,CentralLowlands,3,1,7,0,154,154,0
gravityScan,InSpaceHigh@Moho,Highlands,3,1,7,0,154,154,0
gravityScan,InSpaceHigh@Moho,Midlands,3,1,7,0,154,154,0
gravityScan,InSpaceHigh@Moho,MinorCraters,3,1,7,0,154,154,0
gravityScan,InSpaceHigh@Moho,NorthPole,3,1,7,0,154,154,0
gravityScan,InSpaceHigh@Moho,NorthernSinkhole,3,1,7,0,154,154,0
gravityScan,InSpaceHigh@Moho,NorthernSinkholeRidge,3,1,7,0,154,154,0
gravityScan,InSpaceHigh@Moho,SouthEasternLowlands,3,1,7,0,154,154,0
gravityScan,InSpaceHigh@Moho,SouthPole,3,1,7,0,154,154,0
gravityScan,InSpaceHigh@Moho,SouthWesternLowlands,3,1,7,0,154,154,0
gravityScan,InSpaceHigh@Moho,WesternLowlands,3,1,7,0,154,154,0
gravityScan,Landed@Mun,Canyons,3,1,4,0,88,88,0
gravityScan,Landed@Mun,EastCrater,3,1,4,0,88,88,0
gravityScan,Landed@Mun,EastFarsideCrater,3,1,4,0,88,88,0
gravityScan,Landed@Mun,FarsideCrater,3,1,4,0,88,88,0
gravityScan,Landed@Mun,HighlandCraters,3,1,4,0,88,88,0
gravityScan,Landed@Mun,Highlands,3,1,4,0,88,88,0.00
gravityScan,Landed@Mun,MidlandCraters,3,1,4,0,88,88,0
gravityScan,Landed@Mun,Midlands,3,1,4,0,88,88,0.00
gravityScan,Landed@Mun,NorthernBasin,3,0.008264455,4,87.27273,88,0.727270000000004,99.17
gravityScan,Landed@Mun,NorthwestCrater,3,1,4,0,88,88,0.00
gravityScan,Landed@Mun,PolarCrater,3,1,4,0,88,88,0
gravityScan,Landed@Mun,PolarLowlands,3,1,4,0,88,88,0
gravityScan,Landed@Mun,Poles,3,0.09090909,4,80,88,8,90.91
gravityScan,Landed@Mun,SouthwestCrater,3,1,4,0,88,88,0
gravityScan,Landed@Mun,TwinCraters,3,1,4,0,88,88,0
gravityScan,InSpaceLow@Mun,Canyons,3,1,3,0,66,66,0
gravityScan,InSpaceLow@Mun,EastCrater,3,1,3,0,66,66,0
gravityScan,InSpaceLow@Mun,EastFarsideCrater,3,1,3,0,66,66,0
gravityScan,InSpaceLow@Mun,FarsideCrater,3,0.008264484,3,65.45454,66,0.545460000000006,99.17
gravityScan,InSpaceLow@Mun,HighlandCraters,3,0.008264484,3,65.45454,66,0.545460000000006,99.17
gravityScan,InSpaceLow@Mun,Highlands,3,0.008264484,3,65.45454,66,0.545460000000006,99.17
gravityScan,InSpaceLow@Mun,MidlandCraters,3,1,3,0,66,66,0
gravityScan,InSpaceLow@Mun,Midlands,3,0.008264484,3,65.45454,66,0.545460000000006,99.17
gravityScan,InSpaceLow@Mun,NorthernBasin,3,0.008264484,3,65.45454,66,0.545460000000006,99.17
gravityScan,InSpaceLow@Mun,NorthwestCrater,3,0.008264484,3,65.45454,66,0.545460000000006,99.17
gravityScan,InSpaceLow@Mun,PolarCrater,3,1,3,0,66,66,0
gravityScan,InSpaceLow@Mun,PolarLowlands,3,0.09090909,3,60,66,6,90.91
gravityScan,InSpaceLow@Mun,Poles,3,0.0007513798,3,65.95041,66,0.0495899999999949,99.92
gravityScan,InSpaceLow@Mun,SouthwestCrater,3,1,3,0,66,66,0
gravityScan,InSpaceLow@Mun,TwinCraters,3,0.008264484,3,65.45454,66,0.545460000000006,99.17
gravityScan,InSpaceHigh@Mun,Canyons,3,1,2,0,44,44,0
gravityScan,InSpaceHigh@Mun,EastCrater,3,1,2,0,44,44,0
gravityScan,InSpaceHigh@Mun,EastFarsideCrater,3,1,2,0,44,44,0
gravityScan,InSpaceHigh@Mun,FarsideCrater,3,0.008264455,2,43.63636,44,0.363639999999997,99.17
gravityScan,InSpaceHigh@Mun,HighlandCraters,3,0.008264455,2,43.63636,44,0.363639999999997,99.17
gravityScan,InSpaceHigh@Mun,Highlands,3,0.008264455,2,43.63636,44,0.363639999999997,99.17
gravityScan,InSpaceHigh@Mun,MidlandCraters,3,0.008264455,2,43.63636,44,0.363639999999997,99.17
gravityScan,InSpaceHigh@Mun,Midlands,3,0.008264455,2,43.63636,44,0.363639999999997,99.17
gravityScan,InSpaceHigh@Mun,NorthernBasin,3,0.008264455,2,43.63636,44,0.363639999999997,99.17
gravityScan,InSpaceHigh@Mun,NorthwestCrater,3,0.008264455,2,43.63636,44,0.363639999999997,99.17
gravityScan,InSpaceHigh@Mun,PolarCrater,3,1,2,0,44,44,0
gravityScan,InSpaceHigh@Mun,PolarLowlands,3,1,2,0,44,44,0
gravityScan,InSpaceHigh@Mun,Poles,3,1,2,0,44,44,0.00
